Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureRatio,IncomePerAge,PromotionLag,Attrition
26.0,0,1,7.0,3.0,3,4.0,1,3.0,1.0,2,4.0,2,2570.0,1.0,0,20.0,3.0,0.0,7.0,4.5,3.0,7.0,7.0,5.0,7.0,0.875,98.85,0.0,0
31.0,1,1,3.0,3.0,1,4.0,0,3.0,1.0,6,3.0,2,4084.0,1.0,0,12.0,1.0,0.0,7.0,2.0,1.0,7.0,2.0,7.0,7.0,0.875,131.74,5.0,1
32.0,2,1,10.0,3.0,3,3.0,1,3.0,3.0,3,4.0,2,11244.0,2.0,0,25.0,2.0,0.0,10.0,4.5,4.0,5.0,2.0,0.0,0.0,0.4545,351.38,0.0,0
40.0,2,2,2.0,2.0,2,4.0,0,3.0,2.0,7,2.0,0,5715.0,7.0,0,12.0,3.0,2.0,8.0,4.5,3.0,5.0,4.0,1.0,3.0,0.5556,142.88,0.0,0
58.0,2,1,23.0,4.0,1,1.0,1,3.0,1.0,6,3.0,0,2372.0,1.0,0,12.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,0.6667,40.9,0.0,0
42.0,2,1,23.0,5.0,1,1.0,0,3.0,4.0,5,4.0,2,15992.0,2.0,0,14.0,2.0,0.0,16.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0588,380.76,0.0,0
34.0,2,0,9.0,4.0,5,1.0,0,3.0,1.0,1,3.0,1,2742.0,1.0,0,15.0,4.0,0.0,2.0,0.5,3.0,2.0,2.0,2.0,2.0,0.6667,80.65,0.0,1
40.0,2,2,4.0,4.0,2,3.0,1,2.0,3.0,7,4.0,1,10855.0,7.0,0,11.0,1.0,1.0,15.0,2.0,2.0,12.0,11.0,2.0,11.0,0.75,271.38,0.0,0
34.0,2,2,3.0,2.0,1,4.0,0,1.0,2.0,7,4.0,2,6029.0,5.0,0,12.0,1.0,0.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,0.2857,177.32,0.0,0
28.0,0,0,1.0,2.0,1,3.0,1,3.0,1.0,1,4.0,0,2706.0,1.0,0,15.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,0.75,96.64,0.0,0
40.0,1,1,1.0,4.0,1,3.0,1,2.0,4.0,0,2.0,1,13503.0,1.0,0,22.0,4.0,1.0,22.0,3.0,2.0,18.0,3.0,7.5,11.0,0.7826,337.58,4.5,0
32.0,2,2,8.0,2.0,5,3.0,0,2.0,2.0,7,2.0,1,5228.0,1.0,1,11.0,4.0,0.0,13.0,2.0,3.0,13.0,12.0,7.5,9.0,0.9286,163.38,0.0,0
48.0,2,1,1.0,4.0,1,4.0,0,2.0,4.0,3,1.0,1,15402.0,7.0,0,11.0,1.0,1.0,21.0,3.0,1.0,3.0,2.0,0.0,2.0,0.1364,320.88,0.0,0
36.0,1,2,7.0,3.0,2,1.0,0,4.0,2.0,7,1.0,1,4639.0,2.0,0,16.0,4.0,1.0,17.0,2.0,2.0,15.0,7.0,6.0,13.0,0.8333,128.86,0.0,0
42.0,0,1,21.0,2.0,3,3.0,0,3.0,2.0,4,3.0,0,5265.0,2.0,0,16.0,2.0,1.0,11.0,4.5,3.0,5.0,3.0,0.0,2.0,0.4167,125.36,0.0,0
58.0,1,1,2.0,1.0,1,4.0,1,2.0,1.0,2,4.0,0,2380.0,8.5,1,14.0,4.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.25,41.03,0.0,1
34.0,0,2,4.0,4.0,2,3.0,0,3.0,2.0,7,3.0,1,6538.0,8.5,0,15.0,1.0,1.0,6.0,3.0,3.0,3.0,2.0,1.0,2.0,0.4286,192.29,0.0,0
34.0,2,1,5.0,2.0,3,2.0,1,2.0,2.0,2,4.0,1,3986.0,1.0,0,14.0,3.0,1.0,15.0,3.0,4.0,15.0,10.0,4.0,13.0,0.9375,117.24,0.0,0
41.0,2,1,1.0,3.0,1,4.0,1,3.0,1.0,6,4.0,1,2782.0,3.0,0,22.0,1.0,1.0,12.0,3.0,3.0,5.0,3.0,1.0,0.0,0.3846,67.85,0.0,0
35.0,2,1,6.0,1.0,1,3.0,1,3.0,1.0,6,3.0,1,3506.0,0.0,1,14.0,4.0,0.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,0.6,100.17,0.0,0
30.0,2,1,28.0,2.0,3,4.0,0,3.0,2.0,6,4.0,1,5775.0,1.0,0,13.0,4.0,2.0,11.0,2.0,3.0,10.0,8.0,1.0,9.0,0.8333,192.5,0.0,0
26.0,2,1,7.0,3.0,4,3.0,1,4.0,1.0,2,1.0,2,3578.0,0.0,0,12.0,4.0,0.0,8.0,2.0,3.0,7.0,7.0,0.0,7.0,0.7778,137.62,0.0,0
29.0,2,1,28.0,4.0,1,3.0,0,3.0,1.0,6,4.0,0,2514.0,4.0,0,22.0,1.0,1.0,11.0,1.0,3.0,7.0,5.0,1.0,7.0,0.5833,86.69,0.0,0
41.0,2,1,7.0,2.0,5,2.0,0,4.0,1.0,6,3.0,1,3376.0,1.0,0,13.0,3.0,0.0,10.0,3.0,3.0,10.0,6.0,0.0,8.0,0.9091,82.34,0.0,0
55.0,2,1,2.0,4.0,5,2.0,1,2.0,1.0,6,4.0,1,2662.0,8.0,0,20.0,2.0,1.0,19.0,2.0,4.0,5.0,2.0,0.0,4.0,0.25,48.4,0.0,0
54.0,2,1,5.0,2.0,3,1.0,1,3.0,5.0,5,1.0,1,19406.0,4.0,0,11.0,3.0,1.0,24.0,4.0,2.0,4.0,2.0,1.0,2.0,0.16,359.37,0.0,0
39.0,2,1,1.0,1.0,1,4.0,0,2.0,4.0,4,4.0,1,12742.0,1.0,0,16.0,3.0,1.0,21.0,3.0,3.0,18.0,6.0,7.5,8.0,0.8182,326.72,1.5,0
31.0,1,1,2.0,3.0,1,2.0,1,3.0,1.0,2,4.0,1,3722.0,6.0,1,13.0,3.0,1.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,0.25,120.06,0.0,1
44.0,2,1,2.0,3.0,1,3.0,0,4.0,3.0,0,4.0,1,7879.0,1.0,1,19.0,2.0,1.0,9.0,2.0,3.0,8.0,7.0,6.0,7.0,0.8,179.07,0.0,0
36.0,2,2,3.0,1.0,1,3.0,1,2.0,3.0,7,4.0,1,10325.0,1.0,1,11.0,1.0,1.0,16.0,4.5,3.0,16.0,7.0,3.0,7.0,0.9412,286.81,0.0,1
29.0,2,1,6.0,1.0,3,2.0,0,3.0,1.0,2,4.0,1,3131.0,1.0,0,13.0,1.0,1.0,10.0,4.5,3.0,10.0,8.0,0.0,8.0,0.9091,107.97,0.0,0
41.0,2,2,9.0,1.0,1,3.0,1,3.0,3.0,7,3.0,0,8189.0,3.0,1,13.0,3.0,1.0,12.0,2.0,3.0,9.0,7.0,0.0,7.0,0.6923,199.73,0.0,0
52.0,2,1,6.0,2.0,5,4.0,1,3.0,2.0,6,1.0,0,5577.0,3.0,1,12.0,2.0,2.0,18.0,3.0,3.0,10.0,9.0,6.0,9.0,0.5263,107.25,0.0,0
28.0,2,1,24.0,3.0,1,3.0,1,2.0,1.0,2,3.0,2,2028.0,5.0,1,14.0,2.0,0.0,6.0,4.0,3.0,4.0,2.0,0.0,3.0,0.5714,72.43,0.0,1
40.0,2,1,9.0,4.0,1,4.0,1,3.0,1.0,2,1.0,2,2018.0,3.0,0,14.0,2.0,0.0,15.0,3.0,1.0,5.0,4.0,1.0,0.0,0.3125,50.45,0.0,1
59.0,2,2,25.0,3.0,1,1.0,0,3.0,3.0,7,1.0,2,7637.0,7.0,0,11.0,4.0,0.0,28.0,3.0,2.0,18.0,14.5,7.0,9.0,0.6207,129.44,0.0,0
45.0,2,1,10.0,2.0,1,1.0,1,3.0,1.0,6,4.0,1,2654.0,3.0,0,21.0,4.0,2.0,8.0,3.0,2.0,2.0,2.0,0.0,2.0,0.2222,58.98,0.0,0
53.0,2,2,6.0,2.0,2,2.0,1,3.0,2.0,8,3.0,1,2306.0,2.0,1,20.0,4.0,1.0,13.0,3.0,1.0,7.0,7.0,4.0,5.0,0.5,43.51,0.0,0
46.0,2,2,9.0,3.0,2,1.0,1,3.0,3.0,7,4.0,0,10096.0,4.0,0,11.0,1.0,1.0,28.0,1.0,4.0,7.0,7.0,4.0,3.0,0.2414,219.48,0.0,1
40.0,2,1,10.0,4.0,1,4.0,0,4.0,1.0,2,3.0,1,2213.0,3.0,1,13.0,3.0,1.0,10.0,3.0,3.0,7.0,7.0,1.0,7.0,0.6364,55.32,0.0,0
31.0,2,1,8.0,5.0,1,1.0,0,3.0,4.0,5,2.0,2,16422.0,3.0,0,11.0,3.0,0.0,9.0,3.0,4.0,3.0,2.0,1.0,0.0,0.3,529.74,0.0,0
42.0,1,2,26.0,3.0,2,3.0,0,3.0,4.0,7,2.0,1,13525.0,5.0,0,14.0,4.0,1.0,23.0,2.0,4.0,18.0,4.0,4.0,8.0,0.75,322.02,0.0,0
60.0,2,2,7.0,4.0,2,2.0,1,4.0,2.0,7,4.0,0,5220.0,0.0,1,18.0,2.0,1.0,12.0,3.0,3.0,11.0,7.0,1.0,9.0,0.8462,87.0,0.0,0
40.0,2,2,1.0,2.0,3,2.0,1,1.0,2.0,7,4.0,1,7457.0,2.0,1,22.0,3.0,2.5,6.0,2.0,2.0,4.0,3.0,0.0,2.0,0.5714,186.42,0.0,0
19.0,2,1,3.0,1.0,3,2.0,0,3.0,1.0,2,2.0,2,1483.0,1.0,0,14.0,4.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.5,78.05,0.0,0
26.0,2,1,23.0,3.0,1,1.0,0,3.0,1.0,6,4.0,0,2886.0,1.0,0,22.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,0.0,2.0,0.75,111.0,0.0,0
45.0,0,1,4.0,2.0,1,3.0,1,3.0,2.0,2,2.0,1,4447.0,1.0,0,12.0,2.0,0.0,9.0,4.5,2.0,9.0,7.0,0.0,8.0,0.9,98.82,0.0,0
50.0,2,1,28.0,1.0,3,4.0,1,4.0,1.0,2,3.0,1,3221.0,1.0,1,11.0,3.0,2.5,20.0,3.0,3.0,18.0,8.0,3.0,8.0,0.8571,64.42,0.0,0
29.0,1,2,13.0,3.0,5,1.0,0,3.0,2.0,7,2.0,2,5765.0,5.0,0,11.0,1.0,0.0,7.0,4.0,1.0,5.0,3.0,0.0,0.0,0.625,198.79,0.0,1
28.0,2,1,16.0,2.0,3,2.0,1,4.0,2.0,0,1.0,2,5661.0,0.0,0,19.0,3.0,0.0,9.0,2.0,3.0,8.0,3.0,0.0,7.0,0.8,202.18,0.0,0
40.0,1,1,26.0,2.0,3,3.0,0,2.0,2.0,6,4.0,1,4422.0,3.0,1,13.0,4.0,1.0,16.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0588,110.55,0.0,0
32.0,0,1,1.0,3.0,1,3.0,0,2.0,1.0,2,2.0,1,2332.0,6.0,0,20.0,3.0,0.0,5.0,3.0,3.0,3.0,0.0,0.0,2.0,0.5,72.88,0.0,0
59.0,2,2,1.0,2.0,5,2.0,1,3.0,3.0,3,4.0,1,11904.0,3.0,1,14.0,3.0,1.0,14.0,1.0,1.0,6.0,4.0,0.0,4.0,0.4,201.76,0.0,0
32.0,2,1,5.0,4.0,1,4.0,1,2.0,2.0,4,4.0,2,9679.0,8.0,0,24.0,2.0,0.0,8.0,1.0,3.0,1.0,0.0,0.0,0.0,0.1111,302.47,0.0,0
40.0,2,2,26.0,3.0,2,3.0,1,3.0,2.0,7,1.0,1,8396.0,1.0,0,14.0,2.0,1.0,8.0,3.0,2.0,7.0,7.0,7.0,5.0,0.7778,209.9,0.0,0
33.0,0,1,4.0,3.0,5,4.0,1,3.0,2.0,6,2.0,0,3055.0,5.0,0,15.0,4.0,2.0,11.0,2.0,2.0,9.0,8.0,1.0,7.0,0.75,92.58,0.0,0
36.0,0,2,10.0,4.0,3,2.0,1,3.0,3.0,7,4.0,2,9980.0,1.0,0,14.0,4.0,0.0,10.0,3.0,2.0,10.0,3.0,7.5,7.0,0.9091,277.22,4.5,0
19.0,2,1,9.0,2.0,1,3.0,1,3.0,1.0,6,1.0,2,2552.0,1.0,0,25.0,3.0,0.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,0.5,134.32,0.0,0
37.0,2,1,10.0,3.0,3,2.0,0,3.0,1.0,6,2.0,1,3936.0,1.0,0,11.0,1.0,1.0,8.0,2.0,1.0,8.0,4.0,7.0,7.0,0.8889,106.38,3.0,0
39.0,2,1,13.0,4.0,3,3.0,0,2.0,4.0,3,2.0,0,17123.0,6.0,1,13.0,4.0,2.0,21.0,4.0,3.0,18.0,9.0,7.5,2.0,0.8182,439.05,0.0,0
33.0,1,1,5.0,4.0,1,4.0,0,3.0,3.0,3,2.0,1,11878.0,6.0,0,11.0,2.0,2.0,12.0,2.0,3.0,10.0,6.0,7.5,8.0,0.7692,359.94,1.5,0
30.0,2,2,7.0,4.0,2,4.0,0,3.0,2.0,7,1.0,0,4779.0,7.0,0,14.0,2.0,2.0,8.0,3.0,3.0,3.0,2.0,0.0,2.0,0.3333,159.3,0.0,0
31.0,2,1,8.0,3.0,1,1.0,0,2.0,1.0,6,2.0,2,1261.0,1.0,0,12.0,3.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.5,40.68,0.0,1
26.0,1,1,1.0,1.0,3,1.0,0,2.0,1.0,6,3.0,0,2007.0,1.0,0,13.0,3.0,2.0,5.0,4.5,3.0,5.0,3.0,1.0,3.0,0.8333,77.19,0.0,0
40.0,2,1,2.0,4.0,3,3.0,0,3.0,1.0,6,3.0,1,2001.0,2.0,0,14.0,2.0,2.5,20.0,2.0,3.0,5.0,3.0,0.0,2.0,0.2381,50.02,0.0,0
36.0,2,1,5.0,4.0,1,2.0,0,3.0,3.0,0,1.0,1,8008.0,4.0,0,12.0,3.0,2.0,9.0,4.5,3.0,3.0,2.0,0.0,2.0,0.3,222.44,0.0,0
25.0,2,2,10.0,4.0,1,3.0,1,3.0,2.0,7,4.0,2,4950.0,0.0,0,14.0,2.0,0.0,5.0,4.0,3.0,4.0,3.0,1.0,1.0,0.6667,198.0,0.0,0
33.0,1,2,1.0,3.0,1,3.0,0,4.0,2.0,7,1.0,1,5376.0,2.0,0,19.0,1.0,2.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0,0.4545,162.91,0.0,0
43.0,2,1,15.0,2.0,1,3.0,1,2.0,4.0,5,3.0,1,17603.0,1.0,0,24.0,1.0,1.0,14.0,3.0,3.0,14.0,10.0,6.0,11.0,0.9333,409.37,0.0,0
40.0,1,1,9.0,4.0,3,2.0,0,3.0,3.0,5,3.0,2,13499.0,8.5,0,17.0,3.0,0.0,20.0,3.0,2.0,18.0,7.0,2.0,13.0,0.8571,337.48,0.0,0
45.0,0,2,26.0,3.0,2,1.0,1,2.0,2.0,7,1.0,1,4385.0,1.0,0,15.0,1.0,1.0,10.0,2.0,3.0,10.0,7.0,4.0,5.0,0.9091,97.44,0.0,0
32.0,0,2,11.0,4.0,4,4.0,1,4.0,2.0,7,3.0,1,4707.0,8.0,0,12.0,4.0,0.0,6.0,2.0,3.0,4.0,2.0,1.0,2.0,0.5714,147.09,0.0,1
29.0,2,2,19.0,3.0,1,3.0,1,2.0,2.0,7,3.0,0,8620.0,1.0,0,14.0,3.0,2.0,10.0,3.0,3.0,10.0,7.0,0.0,4.0,0.9091,297.24,0.0,0
38.0,1,0,1.0,4.0,4,4.0,1,3.0,1.0,1,2.0,1,2991.0,0.0,1,11.0,2.0,1.0,7.0,2.0,3.0,6.0,2.0,1.0,2.0,0.75,78.71,0.0,0
24.0,2,1,17.0,2.0,1,4.0,0,3.0,1.0,2,2.0,1,2210.0,1.0,0,13.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.5,92.08,0.0,1
25.0,2,2,5.0,3.0,2,3.0,1,2.0,2.0,7,3.0,2,5744.0,1.0,1,11.0,4.0,0.0,6.0,1.0,3.0,6.0,4.0,0.0,3.0,0.8571,229.76,0.0,1
30.0,2,1,16.0,3.0,1,3.0,1,4.0,2.0,0,3.0,1,5294.0,3.0,0,16.0,3.0,1.0,10.0,3.0,3.0,7.0,0.0,1.0,7.0,0.6364,176.47,1.0,0
35.0,2,1,9.0,4.0,3,2.0,1,3.0,2.0,6,3.0,2,5098.0,1.0,0,19.0,2.0,0.0,10.0,4.5,3.0,10.0,7.0,0.0,8.0,0.9091,145.66,0.0,0
55.0,2,2,2.0,1.0,3,3.0,1,3.0,2.0,7,4.0,2,5160.0,4.0,0,16.0,3.0,0.0,12.0,3.0,2.0,9.0,7.0,7.0,3.0,0.6923,93.82,0.0,1
35.0,1,2,18.0,5.0,1,2.0,1,3.0,3.0,7,1.0,1,9069.0,1.0,0,22.0,4.0,1.0,9.0,3.0,2.0,9.0,8.0,1.0,8.0,0.9,259.11,0.0,0
33.0,2,2,5.0,3.0,2,4.0,0,3.0,1.0,8,3.0,2,2851.0,1.0,1,13.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.5,86.39,0.0,1
33.0,2,1,8.0,5.0,1,4.0,1,3.0,2.0,0,3.0,2,6388.0,2.0,1,17.0,1.0,0.0,14.0,4.5,3.0,0.0,0.0,0.0,0.0,0.0,193.58,0.0,0
35.0,2,2,10.0,3.0,3,4.0,1,2.0,3.0,7,1.0,1,10306.0,8.5,0,17.0,3.0,0.0,15.0,3.0,3.0,13.0,12.0,6.0,0.0,0.8125,294.46,0.0,1
32.0,0,1,29.0,4.0,3,4.0,0,3.0,1.0,2,3.0,2,4025.0,8.5,0,12.0,2.0,0.0,10.0,2.0,3.0,8.0,7.0,7.0,7.0,0.7273,125.78,0.0,0
58.0,2,1,5.0,3.0,5,3.0,0,2.0,3.0,0,2.0,0,10552.0,2.0,1,13.0,4.0,1.0,24.0,3.0,3.0,6.0,0.0,0.0,4.0,0.24,181.93,0.0,0
34.0,1,2,6.0,2.0,2,4.0,0,1.0,1.0,8,3.0,0,2351.0,0.0,0,16.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,0.5,69.15,0.0,1
49.0,2,1,1.0,3.0,5,3.0,0,3.0,1.0,6,1.0,1,3580.0,2.0,0,16.0,2.0,1.0,7.0,2.0,3.0,4.0,2.0,0.0,2.0,0.5,73.06,0.0,0
50.0,2,1,24.0,3.0,1,4.0,1,3.0,4.0,4,3.0,1,13973.0,3.0,1,18.0,4.0,1.0,22.0,2.0,3.0,12.0,11.0,1.0,5.0,0.5217,279.46,0.0,0
30.0,2,2,5.0,3.0,2,4.0,0,2.0,2.0,7,3.0,0,6118.0,1.0,0,13.0,3.0,2.5,10.0,2.0,3.0,10.0,9.0,1.0,2.0,0.9091,203.93,0.0,0
42.0,1,1,28.0,4.0,5,4.0,0,2.0,2.0,0,4.0,1,4523.0,0.0,0,11.0,4.0,2.5,7.0,4.0,4.0,6.0,5.0,0.0,4.0,0.75,107.69,0.0,0
53.0,0,1,1.0,4.0,3,1.0,0,2.0,4.0,4,3.0,1,12965.0,4.0,1,20.0,4.0,2.5,27.0,2.0,2.0,3.0,2.0,0.0,2.0,0.1071,244.62,0.0,0
29.0,2,1,8.0,1.0,4,3.0,0,1.0,2.0,0,1.0,1,9715.0,3.0,0,13.0,3.0,1.0,9.0,3.0,3.0,7.0,7.0,0.0,7.0,0.7,335.0,0.0,0
27.0,2,1,4.0,2.0,1,1.0,1,3.0,1.0,6,3.0,0,2517.0,1.0,0,11.0,2.0,2.5,5.0,2.0,3.0,5.0,3.0,0.0,3.0,0.8333,93.22,0.0,0
35.0,2,2,7.0,4.0,1,3.0,0,3.0,2.0,7,4.0,1,5204.0,1.0,1,11.0,4.0,0.0,10.0,2.0,3.0,10.0,8.0,0.0,9.0,0.9091,148.69,0.0,0
19.0,2,0,2.0,2.0,5,1.0,1,2.0,1.0,1,4.0,2,2564.0,1.0,0,12.0,3.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.5,134.95,0.0,1
40.0,2,1,20.0,4.0,5,1.0,1,3.0,3.0,0,4.0,1,10322.0,4.0,0,20.0,4.0,1.0,14.0,4.5,3.0,11.0,10.0,7.5,1.0,0.7333,258.05,0.0,0
35.0,1,2,11.0,2.0,2,4.0,1,3.0,2.0,7,4.0,0,4968.0,1.0,0,11.0,4.0,1.0,5.0,3.0,3.0,5.0,2.0,0.0,2.0,0.8333,141.94,0.0,0
46.0,2,0,5.0,2.0,3,2.0,1,3.0,2.0,1,2.0,0,5021.0,8.0,1,22.0,4.0,1.0,16.0,2.0,3.0,4.0,2.0,0.0,2.0,0.2353,109.15,0.0,0
42.0,1,1,29.0,2.0,1,1.0,0,3.0,2.0,6,3.0,0,4556.0,2.0,0,11.0,2.0,1.0,19.0,3.0,3.0,5.0,4.0,0.0,2.0,0.25,108.48,0.0,0
45.0,2,1,2.0,2.0,4,4.0,0,2.0,2.0,4,4.0,0,5770.0,1.0,0,19.0,1.0,2.0,10.0,3.0,3.0,10.0,7.0,3.0,9.0,0.9091,128.22,0.0,0
29.0,2,2,9.0,3.0,2,2.0,0,1.0,1.0,8,2.0,2,2760.0,1.0,0,13.0,3.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,0.6667,95.17,0.0,1
34.0,1,1,1.0,4.0,4,4.0,1,3.0,1.0,6,1.0,0,2996.0,5.0,0,14.0,3.0,2.0,10.0,2.0,3.0,4.0,3.0,1.0,3.0,0.3636,88.12,0.0,0
49.0,2,1,1.0,2.0,5,3.0,0,2.0,4.0,0,3.0,2,13964.0,7.0,1,12.0,4.0,0.0,25.0,2.0,3.0,7.0,1.0,0.0,7.0,0.2692,284.98,0.0,0
24.0,2,2,10.0,4.0,2,4.0,0,3.0,2.0,7,3.0,0,4260.0,1.0,1,12.0,4.0,1.0,5.0,2.0,4.0,5.0,2.0,0.0,3.0,0.8333,177.5,0.0,0
22.0,1,1,4.0,1.0,5,3.0,1,2.0,1.0,2,3.0,2,3894.0,5.0,0,16.0,3.0,0.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,0.4,177.0,0.0,1
30.0,0,1,7.0,3.0,5,3.0,1,3.0,1.0,6,3.0,0,1274.0,1.0,0,13.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.5,42.47,0.0,0
44.0,2,1,29.0,4.0,4,4.0,1,3.0,2.0,6,4.0,2,4541.0,1.0,0,25.0,2.0,0.0,20.0,3.0,3.0,18.0,11.0,7.5,14.5,0.8571,103.2,0.0,0
30.0,2,1,24.0,1.0,1,4.0,1,3.0,1.0,2,3.0,0,2693.0,1.0,0,22.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.5,89.77,0.0,0
27.0,1,2,8.0,3.0,1,4.0,1,3.0,3.0,7,3.0,2,8726.0,1.0,0,15.0,4.0,0.0,9.0,0.5,3.0,9.0,8.0,1.0,7.0,0.9,323.19,0.0,0
30.0,2,2,10.0,3.0,2,3.0,1,2.0,2.0,7,3.0,1,6578.0,1.0,0,18.0,1.0,1.0,10.0,3.0,3.0,10.0,3.0,1.0,4.0,0.9091,219.27,0.0,0
24.0,2,1,1.0,2.0,1,2.0,1,2.0,2.0,0,3.0,2,4617.0,1.0,0,12.0,2.0,0.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,0.8,192.38,0.0,0
33.0,2,1,15.0,2.0,3,2.0,0,3.0,2.0,0,4.0,1,4878.0,0.0,1,13.0,1.0,1.0,10.0,4.5,3.0,9.0,7.0,7.5,1.0,0.8182,147.82,0.5,0
43.0,1,1,10.0,4.0,1,3.0,0,3.0,1.0,2,4.0,2,2455.0,0.0,0,19.0,1.0,0.0,9.0,4.5,3.0,8.0,7.0,1.0,7.0,0.8,57.09,0.0,0
34.0,2,2,8.0,2.0,1,3.0,0,3.0,2.0,7,1.0,1,6500.0,5.0,0,17.0,2.0,1.0,6.0,1.0,3.0,3.0,2.0,1.0,2.0,0.4286,191.18,0.0,0
46.0,1,2,5.0,4.0,2,1.0,1,3.0,2.0,7,4.0,2,5772.0,4.0,1,21.0,3.0,0.0,14.0,4.0,3.0,9.0,6.0,0.0,8.0,0.6,125.48,0.0,0
50.0,1,1,1.0,3.0,1,1.0,0,3.0,5.0,5,2.0,1,18172.0,3.0,1,19.0,1.0,0.0,28.0,1.0,2.0,8.0,3.0,0.0,7.0,0.2759,363.44,0.0,0
37.0,2,2,1.0,4.0,1,1.0,1,2.0,3.0,7,3.0,1,10609.0,5.0,0,11.0,3.0,0.0,17.0,2.0,1.0,14.0,1.0,7.5,7.0,0.7778,286.73,6.5,1
29.0,1,2,2.0,2.0,1,2.0,1,3.0,2.0,7,4.0,2,4554.0,1.0,0,18.0,1.0,0.0,10.0,3.0,2.0,10.0,7.0,0.0,9.0,0.9091,157.03,0.0,0
44.0,1,2,1.0,5.0,2,1.0,0,3.0,2.0,7,3.0,1,4768.0,7.0,0,12.0,3.0,1.0,11.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0833,108.36,0.0,0
44.0,2,1,20.0,3.0,1,4.0,1,3.0,1.0,6,2.0,2,3420.0,1.0,0,13.0,3.0,0.0,6.0,3.0,2.0,5.0,2.0,1.0,3.0,0.7143,77.73,0.0,0
35.0,0,1,3.0,3.0,1,3.0,1,2.0,1.0,2,3.0,1,1281.0,1.0,0,18.0,3.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.5,36.6,0.0,0
54.0,1,1,1.0,4.0,1,4.0,0,3.0,3.0,4,3.0,0,10502.0,7.0,0,17.0,1.0,1.0,28.5,2.0,1.0,5.0,4.0,1.0,4.0,0.1695,194.48,0.0,0
48.0,2,2,29.0,1.0,3,1.0,0,3.0,3.0,3,3.0,1,12504.0,3.0,0,21.0,2.0,1.0,15.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,260.5,0.0,0
31.0,1,1,1.0,1.0,1,3.0,0,3.0,2.0,4,1.0,1,4148.0,1.0,0,12.0,3.0,1.0,4.0,1.0,3.0,4.0,3.0,0.0,3.0,0.8,133.81,0.0,0
32.0,2,1,5.0,2.0,1,4.0,0,2.0,2.0,6,2.0,1,5878.0,3.0,0,12.0,1.0,1.0,12.0,2.0,3.0,7.0,1.0,2.0,5.0,0.5385,183.69,1.0,0
42.0,2,2,1.0,1.0,1,2.0,1,3.0,2.0,7,3.0,1,4907.0,1.0,0,25.0,3.0,0.0,20.0,3.0,3.0,18.0,14.5,7.5,6.0,0.8571,116.83,0.0,0
31.0,1,1,15.0,3.0,3,3.0,1,3.0,1.0,2,3.0,1,2610.0,1.0,0,12.0,3.0,1.0,2.0,4.5,2.0,2.0,2.0,2.0,2.0,0.6667,84.19,0.0,1
36.0,2,1,16.0,4.0,1,3.0,0,4.0,1.0,2,1.0,2,2743.0,1.0,0,16.0,3.0,0.0,18.0,1.0,3.0,17.0,13.0,7.5,14.0,0.8947,76.19,0.0,1
39.0,2,1,24.0,1.0,1,1.0,1,3.0,2.0,6,4.0,2,4108.0,7.0,0,13.0,1.0,0.0,18.0,2.0,3.0,7.0,7.0,1.0,7.0,0.3684,105.33,0.0,0
29.0,2,1,1.0,4.0,5,1.0,1,2.0,1.0,6,1.0,2,2362.0,6.0,0,13.0,3.0,0.0,11.0,2.0,1.0,9.0,7.0,0.0,7.0,0.75,81.45,0.0,1
